id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,fecha_nacimiento_dt,motivo_rechazo
667,Pedro Vásquez Rojas,pedro.vasquez.rojas2@correo.com,Hombre,07/07/1971,San Miguel,VIP,,fecha_nacimiento_invalida
668,María Castillo Hernández,maria.castillo.hernandez3@gmail.com,Mujer,1970-04-15,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
669,Daniela Rojas Flores,daniela.rojas.flores4@gmail.com,Mujer,10-30-41,La Libertad,Pyme,,fecha_nacimiento_invalida
670,Marta Santos Hernández,marta.santos.hernandez5@correo.com,Mujer,08-07-2012,Sonsonate,Premium,,fecha_nacimiento_invalida
671,Karla Castillo Vásquez,karla.castillo.vasquez6@mail.com,Hombre,11/02/1979,San Miguel,VIP,,fecha_nacimiento_invalida
672,Carlos Santos Morales,carlos.santos.morales0@mail.com,Mujer,2012-03-08,Sonsonate,Regular,,fecha_nacimiento_invalida
673,María Santos Mendoza,maria.santos.mendoza1@example.com,Hombre,08-21-82,Sonsonate,Pyme,,fecha_nacimiento_invalida
674,Fernanda Reyes Ramírez,fernanda.reyes.ramirez2@gmail.com,Hombre,03-03-1977,,VIP,,"fecha_nacimiento_invalida, ciudad_nula"
675,Daniela Gómez Santos,daniela.gomez.santos3@seguro.sv,Mujer,1984/10/13,,,1984-10-13,"ciudad_nula, segmento_nulo"
676,Juan Mendoza Ramírez,juan.mendoza.ramirez4@correo.com,Mujer,09-05-72,La Libertad,Regular,,fecha_nacimiento_invalida
678,José Pérez Ramírez,jose.perez.ramirez6@example.com,,26-06-1942,,Pyme,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
680,Ana Martínez García,ana.martinez.garcia1@mail.com,,02-29-68,San Salvador,Premium,,"genero_invalido, fecha_nacimiento_invalida"
683,Sofía Pérez Hernández,sofia.perez.hernandez4@example.com,,18-09-1955,San Miguel,VIP,,"genero_invalido, fecha_nacimiento_invalida"
684,Ricardo Ortiz Vásquez,ricardo.ortiz.vasquez5@example.com,Hombre,07-10-2002,La Libertad,Regular,,fecha_nacimiento_invalida
686,Valeria Ortiz Morales,valeria.ortiz.morales0@example.com,Hombre,1967-09-30,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
687,Lucía López Morales,lucia.lopez.morales1@correo.com,Mujer,04/12/1962,Santa Ana,Regular,,fecha_nacimiento_invalida
688,Andrés Martínez Flores,andres.martinez.flores2@seguro.sv,,09-03-1947,San Miguel,VIP,,"genero_invalido, fecha_nacimiento_invalida"
689,Carmen Flores Mendoza,carmen.flores.mendoza3@gmail.com,Hombre,12-14-45,La Libertad,VIP,,fecha_nacimiento_invalida
691,Diego Mendoza Pérez,diego.mendoza.perez5@example.com,,16-04-1993,Santa Ana,Premium,,"genero_invalido, fecha_nacimiento_invalida"
692,Jorge Reyes Castillo,jorge.reyes.castillo6@example.com,Mujer,27-10-1957,La Libertad,Premium,,fecha_nacimiento_invalida
693,Ana López Ortiz,ana.lopez.ortiz0@correo.com,Hombre,20-01-1998,Santa Ana,Premium,,fecha_nacimiento_invalida
694,Juan Morales Torres,juan.morales.torres1@correo.com,Hombre,06-24-78,Santa Ana,VIP,,fecha_nacimiento_invalida
695,Ana Mendoza Rojas,ana.mendoza.rojas2@seguro.sv,Hombre,19-05-2009,San Salvador,Premium,,fecha_nacimiento_invalida
696,Sofía Flores Castillo,sofia.flores.castillo3@correo.com,,19/12/2006,,Regular,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
697,Sofía Rojas Gómez,sofia.rojas.gomez4@mail.com,Mujer,08-25-76,Santa Ana,Pyme,,fecha_nacimiento_invalida
698,Diego Vásquez Santos,diego.vasquez.santos5@mail.com,Mujer,22-05-2001,Santa Ana,Pyme,,fecha_nacimiento_invalida
700,Diego Aguilar Vásquez,diego.aguilar.vasquez0@gmail.com,Mujer,1994-05-26,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
702,Daniela Aguilar Reyes,daniela.aguilar.reyes2@example.com,Hombre,29-12-1981,Santa Ana,VIP,,fecha_nacimiento_invalida
703,Marta Martínez Pérez,marta.martinez.perez3@example.com,Mujer,14-10-1984,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
704,Valeria Mendoza Reyes,valeria.mendoza.reyes4@example.com,,04/02/1979,,VIP,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
705,Sofía Pérez Martínez,sofia.perez.martinez5@seguro.sv,Mujer,15/08/1960,La Libertad,VIP,,fecha_nacimiento_invalida
706,Ricardo Martínez Chávez,ricardo.martinez.chavez6@gmail.com,,26-12-1971,La Libertad,Premium,,"genero_invalido, fecha_nacimiento_invalida"
707,José Vásquez García,jose.vasquez.garcia0@correo.com,Mujer,1958/04/11,San Miguel,,1958-04-11,segmento_nulo
708,Sofía Santos López,sofia.santos.lopez1@correo.com,,1987-03-11,Santa Ana,VIP,,"genero_invalido, fecha_nacimiento_invalida"
709,Marta López Castillo,marta.lopez.castillo2@mail.com,,02-14-01,,Regular,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
710,Luis López García,luis.lopez.garcia3@seguro.sv,,04-15-81,,Regular,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
711,Juan Torres Chávez,juan.torres.chavez4@gmail.com,Mujer,23/02/1969,San Salvador,Regular,,fecha_nacimiento_invalida
712,Juan García Ortiz,juan.garcia.ortiz5@seguro.sv,Mujer,12/01/1994,Santa Ana,VIP,,fecha_nacimiento_invalida
713,Ana Ramírez Gómez,ana.ramirez.gomez6@example.com,Hombre,08/11/1974,San Salvador,Pyme,,fecha_nacimiento_invalida
715,Lucía Aguilar Flores,lucia.aguilar.flores1@mail.com,,07-07-90,,Pyme,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
716,Andrés García Martínez,andres.garcia.martinez2@seguro.sv,Hombre,20/01/1986,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
717,Daniela García Castillo,daniela.garcia.castillo3@seguro.sv,Mujer,02/01/1982,Santa Ana,Premium,,fecha_nacimiento_invalida
719,Andrés Hernández Chávez,andres.hernandez.chavez5@example.com,Mujer,04-15-99,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
720,Ana Hernández Chávez,ana.hernandez.chavez6@seguro.sv,Mujer,1956-02-09,La Libertad,Regular,,fecha_nacimiento_invalida
721,Jorge Chávez Chávez,jorge.chavez.chavez0@example.com,Mujer,19/12/1995,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
722,Valeria Hernández Rojas,valeria.hernandez.rojas1@seguro.sv,Hombre,1987-12-10,Santa Ana,Pyme,,fecha_nacimiento_invalida
723,Lucía Torres Aguilar,lucia.torres.aguilar2@gmail.com,Mujer,02-03-1967,San Miguel,Premium,,fecha_nacimiento_invalida
724,Luis López Ramírez,luis.lopez.ramirez3@correo.com,Mujer,15/01/1950,La Libertad,Premium,,fecha_nacimiento_invalida
725,Andrés Ortiz Ramírez,andres.ortiz.ramirez4@seguro.sv,Mujer,22-09-1947,La Libertad,VIP,,fecha_nacimiento_invalida
726,Carmen Pérez Chávez,carmen.perez.chavez5@seguro.sv,Mujer,08/07/1983,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
727,Lucía Martínez Reyes,lucia.martinez.reyes6@seguro.sv,,15-09-1940,,,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
728,Carlos Martínez Aguilar,carlos.martinez.aguilar0@gmail.com,Mujer,09-11-1975,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
729,Ana Rojas Santos,ana.rojas.santos1@example.com,Hombre,02-05-1968,La Libertad,Pyme,,fecha_nacimiento_invalida
730,Karla Vásquez Chávez,karla.vasquez.chavez2@correo.com,Mujer,30/07/2002,La Libertad,Pyme,,fecha_nacimiento_invalida
731,Diego Mendoza Cruz,diego.mendoza.cruz3@example.com,Mujer,20-09-1992,Santa Ana,Pyme,,fecha_nacimiento_invalida
732,Andrés Vásquez Aguilar,andres.vasquez.aguilar4@correo.com,Mujer,01/10/2011,San Miguel,Pyme,,fecha_nacimiento_invalida
733,Luis Gómez Ramírez,luis.gomez.ramirez5@mail.com,,09-01-1954,San Miguel,Premium,,"genero_invalido, fecha_nacimiento_invalida"
734,Fernanda Martínez López,fernanda.martinez.lopez6@example.com,Hombre,09/03/1972,Santa Ana,VIP,,fecha_nacimiento_invalida
735,María Reyes Rojas,maria.reyes.rojas0@mail.com,Hombre,23/03/1950,La Libertad,Regular,,fecha_nacimiento_invalida
736,Pedro Martínez Ortiz,pedro.martinez.ortiz1@gmail.com,Mujer,1963-12-31,San Salvador,Pyme,,fecha_nacimiento_invalida
737,José Hernández Torres,jose.hernandez.torres2@mail.com,Hombre,1994-09-11,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
738,José Ramírez Vásquez,jose.ramirez.vasquez3@seguro.sv,Hombre,01-02-1954,San Salvador,Regular,,fecha_nacimiento_invalida
739,Marta Pérez Hernández,marta.perez.hernandez4@seguro.sv,Mujer,10/02/1958,La Libertad,Regular,,fecha_nacimiento_invalida
740,Daniela Gómez García,daniela.gomez.garcia5@seguro.sv,Mujer,12/11/1963,Santa Ana,Pyme,,fecha_nacimiento_invalida
741,Diego Pérez Rojas,diego.perez.rojas6@seguro.sv,Hombre,02-01-77,San Salvador,Premium,,fecha_nacimiento_invalida
742,Ana Mendoza García,ana.mendoza.garcia0@seguro.sv,Mujer,10-08-1947,San Salvador,VIP,,fecha_nacimiento_invalida
743,Luis Santos Martínez,luis.santos.martinez1@gmail.com,Mujer,30-08-1996,La Libertad,Regular,,fecha_nacimiento_invalida
744,Marta Vásquez López,marta.vasquez.lopez2@gmail.com,Mujer,05-02-1965,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
745,Karla Torres Chávez,karla.torres.chavez3@seguro.sv,Hombre,07-28-02,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
746,Marta Morales Pérez,marta.morales.perez4@example.com,Hombre,1986-09-10,,Regular,,"fecha_nacimiento_invalida, ciudad_nula"
747,Daniela Reyes Gómez,daniela.reyes.gomez5@gmail.com,Mujer,02-06-42,Santa Ana,Pyme,,fecha_nacimiento_invalida
748,Daniela Hernández Martínez,daniela.hernandez.martinez6@gmail.com,Mujer,1973-06-17,San Salvador,Pyme,,fecha_nacimiento_invalida
749,Carlos Santos López,carlos.santos.lopez0@correo.com,Mujer,1980/08/26,,Premium,1980-08-26,ciudad_nula
750,Pedro Castillo Castillo,pedro.castillo.castillo1@gmail.com,Hombre,31/10/1999,La Libertad,Premium,,fecha_nacimiento_invalida
751,José Reyes Mendoza,jose.reyes.mendoza2@example.com,,1992-03-31,Santa Ana,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
752,María García Martínez,maria.garcia.martinez3@seguro.sv,Hombre,12-02-1978,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
753,Lucía Santos Ortiz,lucia.santos.ortiz4@example.com,Mujer,22-07-1986,La Libertad,Pyme,,fecha_nacimiento_invalida
754,Andrés Gómez Pérez,andres.gomez.perez5@seguro.sv,Mujer,1985/05/17,,Premium,1985-05-17,ciudad_nula
755,Paula Aguilar Martínez,paula.aguilar.martinez6@gmail.com,Mujer,2006-12-21,,VIP,,"fecha_nacimiento_invalida, ciudad_nula"
756,José Vásquez Santos,jose.vasquez.santos0@correo.com,Hombre,12-24-65,San Miguel,Regular,,fecha_nacimiento_invalida
757,Carlos Aguilar López,carlos.aguilar.lopez1@gmail.com,,2010-12-25,San Miguel,Premium,,"genero_invalido, fecha_nacimiento_invalida"
758,Carmen Aguilar López,carmen.aguilar.lopez2@mail.com,Mujer,22-12-1950,La Libertad,Regular,,fecha_nacimiento_invalida
759,Jorge Chávez Reyes,jorge.chavez.reyes3@gmail.com,Mujer,05/02/2010,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
760,Paula Pérez Reyes,paula.perez.reyes4@gmail.com,,05-01-1948,Santa Ana,Regular,,"genero_invalido, fecha_nacimiento_invalida"
761,Fernanda Martínez Chávez,fernanda.martinez.chavez5@mail.com,Mujer,2006-01-08,Sonsonate,,,"fecha_nacimiento_invalida, segmento_nulo"
762,José Ortiz García,jose.ortiz.garcia6@gmail.com,Mujer,1957-04-06,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
763,Ricardo Mendoza López,ricardo.mendoza.lopez0@gmail.com,Mujer,1950-10-16,San Miguel,Premium,,fecha_nacimiento_invalida
764,Jorge Chávez García,jorge.chavez.garcia1@example.com,,2012/05/23,San Salvador,VIP,2012-05-23,genero_invalido
765,Marta Rojas Gómez,marta.rojas.gomez2@gmail.com,Mujer,23-03-1977,San Miguel,VIP,,fecha_nacimiento_invalida
766,José Ortiz Gómez,jose.ortiz.gomez3@example.com,Hombre,07/08/1965,San Miguel,Premium,,fecha_nacimiento_invalida
767,Juan Torres Reyes,juan.torres.reyes4@mail.com,Mujer,12-04-1956,San Salvador,Premium,,fecha_nacimiento_invalida
768,Andrés Reyes Flores,andres.reyes.flores5@mail.com,Mujer,08/09/1973,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
769,Diego Aguilar Mendoza,diego.aguilar.mendoza6@mail.com,Mujer,2007-07-02,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
770,Andrés García Aguilar,andres.garcia.aguilar0@correo.com,Mujer,08-05-42,,VIP,,"fecha_nacimiento_invalida, ciudad_nula"
772,Fernanda Gómez Cruz,fernanda.gomez.cruz2@gmail.com,,1988-03-22,San Salvador,,,"genero_invalido, fecha_nacimiento_invalida, segmento_nulo"
774,Sofía Santos Mendoza,sofia.santos.mendoza4@gmail.com,Mujer,1965-03-28,San Miguel,Pyme,,fecha_nacimiento_invalida
776,Paula Flores Cruz,paula.flores.cruz6@example.com,Hombre,01-06-1999,Sonsonate,VIP,,fecha_nacimiento_invalida
777,Luis López Torres,luis.lopez.torres0@correo.com,,2030/01/22,La Libertad,,2030-01-22,"genero_invalido, segmento_nulo"
778,María García Ortiz,maria.garcia.ortiz1@seguro.sv,Hombre,1942-10-11,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
779,Pedro Morales Gómez,pedro.morales.gomez2@mail.com,Hombre,23-11-2008,San Miguel,Pyme,,fecha_nacimiento_invalida
780,Ana Cruz López,ana.cruz.lopez3@example.com,Hombre,2008-01-15,Sonsonate,Premium,,fecha_nacimiento_invalida
781,Diego Aguilar Vásquez,diego.aguilar.vasquez4@gmail.com,Hombre,1943-04-20,Santa Ana,VIP,,fecha_nacimiento_invalida
782,Valeria Santos Mendoza,valeria.santos.mendoza5@correo.com,Hombre,1984/04/26,,Premium,1984-04-26,ciudad_nula
783,María Santos Pérez,maria.santos.perez6@example.com,Mujer,04/12/2006,Sonsonate,Premium,,fecha_nacimiento_invalida
784,Ana Ortiz Torres,ana.ortiz.torres0@seguro.sv,Mujer,09-09-1962,San Salvador,Pyme,,fecha_nacimiento_invalida
786,Valeria Rojas Ortiz,valeria.rojas.ortiz2@seguro.sv,Hombre,04-08-80,San Salvador,VIP,,fecha_nacimiento_invalida
787,Diego Rojas García,diego.rojas.garcia3@example.com,Mujer,1962-06-05,San Salvador,Pyme,,fecha_nacimiento_invalida
788,Andrés López Santos,andres.lopez.santos4@example.com,Mujer,10/07/2011,San Salvador,Premium,,fecha_nacimiento_invalida
790,Jorge Hernández García,jorge.hernandez.garcia6@seguro.sv,Mujer,1945-06-11,Santa Ana,Pyme,,fecha_nacimiento_invalida
791,Juan Castillo Torres,juan.castillo.torres0@mail.com,Hombre,1996-03-05,,Regular,,"fecha_nacimiento_invalida, ciudad_nula"
793,Paula Rojas Torres,paula.rojas.torres2@mail.com,,1995/07/21,San Miguel,Premium,1995-07-21,genero_invalido
795,Pedro Rojas Aguilar,pedro.rojas.aguilar4@correo.com,Hombre,03/01/2005,San Salvador,Premium,,fecha_nacimiento_invalida
796,Carlos Santos Rojas,carlos.santos.rojas5@example.com,Mujer,1986/01/13,,Premium,1986-01-13,ciudad_nula
798,Daniela Ortiz Martínez,daniela.ortiz.martinez0@correo.com,Hombre,12/11/1977,San Salvador,Premium,,fecha_nacimiento_invalida
799,Ricardo Chávez Torres,ricardo.chavez.torres1@gmail.com,Mujer,02-13-02,Sonsonate,Pyme,,fecha_nacimiento_invalida
800,Marta Gómez Hernández,marta.gomez.hernandez2@mail.com,,03/10/1980,San Salvador,Premium,,"genero_invalido, fecha_nacimiento_invalida"
801,Paula Torres Ramírez,paula.torres.ramirez3@example.com,,11/06/1961,La Libertad,VIP,,"genero_invalido, fecha_nacimiento_invalida"
802,Pedro López García,pedro.lopez.garcia4@mail.com,Mujer,02-09-72,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
803,Pedro Martínez López,pedro.martinez.lopez5@correo.com,Hombre,11-11-57,Santa Ana,,,"fecha_nacimiento_invalida, segmento_nulo"
804,Diego Gómez Ramírez,diego.gomez.ramirez6@example.com,Hombre,1941-12-05,Santa Ana,VIP,,fecha_nacimiento_invalida
805,Marta Ramírez Castillo,marta.ramirez.castillo0@example.com,Hombre,04/12/1980,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
806,María Hernández Pérez,maria.hernandez.perez1@correo.com,Hombre,25-09-1951,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
807,Andrés Cruz Martínez,andres.cruz.martinez2@correo.com,Hombre,06-16-08,Santa Ana,Premium,,fecha_nacimiento_invalida
808,Juan Flores Pérez,juan.flores.perez3@seguro.sv,Hombre,1985-08-06,La Libertad,VIP,,fecha_nacimiento_invalida
809,Carmen Mendoza Morales,carmen.mendoza.morales4@gmail.com,Mujer,27-05-2007,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
810,Marta Vásquez Mendoza,marta.vasquez.mendoza5@seguro.sv,,04-22-02,,,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
811,Juan Ramírez Cruz,juan.ramirez.cruz6@correo.com,,18/03/1958,San Miguel,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
812,Jorge Gómez Vásquez,jorge.gomez.vasquez0@correo.com,Hombre,11-01-62,La Libertad,Regular,,fecha_nacimiento_invalida
813,Diego Santos Martínez,diego.santos.martinez1@example.com,,27-09-1981,La Libertad,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
814,Pedro Aguilar Reyes,pedro.aguilar.reyes2@correo.com,,29/06/1964,San Miguel,Regular,,"genero_invalido, fecha_nacimiento_invalida"
815,María Castillo Mendoza,maria.castillo.mendoza3@mail.com,Mujer,02/01/1986,San Salvador,VIP,,fecha_nacimiento_invalida
816,Pedro Martínez Ortiz,pedro.martinez.ortiz4@example.com,Mujer,12-20-57,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
817,Luis Ortiz Flores,luis.ortiz.flores5@example.com,Mujer,06-10-1940,La Libertad,VIP,,fecha_nacimiento_invalida
818,Ricardo Mendoza Pérez,ricardo.mendoza.perez6@correo.com,,30/08/1975,,,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
819,Paula Chávez Reyes,paula.chavez.reyes0@correo.com,,17-01-2011,Santa Ana,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
820,Fernanda López Vásquez,fernanda.lopez.vasquez1@correo.com,Mujer,1952-06-19,La Libertad,Regular,,fecha_nacimiento_invalida
821,Diego Rojas Rojas,diego.rojas.rojas2@gmail.com,Mujer,07-10-01,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
824,Carmen Hernández Ortiz,carmen.hernandez.ortiz5@gmail.com,,1955-12-08,Santa Ana,VIP,,"genero_invalido, fecha_nacimiento_invalida"
825,Lucía Castillo Ramírez,lucia.castillo.ramirez6@gmail.com,Hombre,27-11-1960,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
827,Lucía Ramírez Pérez,lucia.ramirez.perez1@seguro.sv,Mujer,1958/06/14,Sonsonate,,1958-06-14,segmento_nulo
828,Sofía Mendoza Chávez,sofia.mendoza.chavez2@correo.com,,1964-09-16,La Libertad,Premium,,"genero_invalido, fecha_nacimiento_invalida"
829,Daniela Reyes Santos,daniela.reyes.santos3@gmail.com,Mujer,1984-01-17,San Miguel,Regular,,fecha_nacimiento_invalida
830,Carlos Morales Torres,carlos.morales.torres4@seguro.sv,Hombre,31/08/2012,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
831,Lucía Gómez Santos,lucia.gomez.santos5@mail.com,Hombre,27/07/1948,San Miguel,Regular,,fecha_nacimiento_invalida
832,María Ramírez Aguilar,maria.ramirez.aguilar6@gmail.com,Hombre,11-23-76,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
833,Marta Rojas Chávez,marta.rojas.chavez0@gmail.com,Mujer,15-10-1954,San Salvador,Pyme,,fecha_nacimiento_invalida
834,Lucía Reyes Morales,lucia.reyes.morales1@mail.com,Mujer,1957-06-10,Santa Ana,Pyme,,fecha_nacimiento_invalida
835,Ricardo Chávez García,ricardo.chavez.garcia2@correo.com,,28/05/1947,La Libertad,Premium,,"genero_invalido, fecha_nacimiento_invalida"
836,Carmen López Torres,carmen.lopez.torres3@mail.com,Hombre,06-01-1949,Santa Ana,VIP,,fecha_nacimiento_invalida
838,Daniela Hernández Morales,daniela.hernandez.morales5@mail.com,Mujer,2001-12-07,San Salvador,Premium,,fecha_nacimiento_invalida
839,Diego Vásquez Cruz,diego.vasquez.cruz6@seguro.sv,Mujer,1957-12-10,San Miguel,VIP,,fecha_nacimiento_invalida
840,Diego Hernández Gómez,diego.hernandez.gomez0@seguro.sv,Hombre,2004-12-14,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
841,Sofía Torres Ramírez,sofia.torres.ramirez1@seguro.sv,Hombre,06/08/1988,Santa Ana,Regular,,fecha_nacimiento_invalida
842,Marta Gómez López,marta.gomez.lopez2@mail.com,,29/01/1976,La Libertad,VIP,,"genero_invalido, fecha_nacimiento_invalida"
843,Valeria Torres Vásquez,valeria.torres.vasquez3@correo.com,,12-10-43,,VIP,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
844,Fernanda Santos Gómez,fernanda.santos.gomez4@gmail.com,Mujer,08-08-1962,Santa Ana,Premium,,fecha_nacimiento_invalida
845,Marta Aguilar García,marta.aguilar.garcia5@gmail.com,,23-01-1970,,,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
846,Jorge López Cruz,jorge.lopez.cruz6@mail.com,Mujer,26/11/1941,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
847,María Martínez Pérez,maria.martinez.perez0@correo.com,Mujer,07-08-1973,Santa Ana,Premium,,fecha_nacimiento_invalida
848,Karla Chávez Reyes,karla.chavez.reyes1@mail.com,Hombre,17-01-1952,San Miguel,Premium,,fecha_nacimiento_invalida
849,Marta Reyes Cruz,marta.reyes.cruz2@correo.com,Hombre,19/06/1958,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
850,Marta Gómez Chávez,marta.gomez.chavez3@correo.com,Mujer,03/08/2030,Santa Ana,VIP,,fecha_nacimiento_invalida
851,Carmen Santos Ortiz,carmen.santos.ortiz4@correo.com,Hombre,2011-05-06,La Libertad,Regular,,fecha_nacimiento_invalida
852,Carmen Ramírez Cruz,carmen.ramirez.cruz5@correo.com,Mujer,01-15-78,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
853,Valeria Aguilar García,valeria.aguilar.garcia6@correo.com,,04-04-1972,La Libertad,,,"genero_invalido, fecha_nacimiento_invalida, segmento_nulo"
854,Andrés Pérez Aguilar,andres.perez.aguilar0@seguro.sv,Hombre,10-11-41,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
855,Fernanda Gómez Flores,fernanda.gomez.flores1@seguro.sv,Mujer,17-02-1974,,Pyme,,"fecha_nacimiento_invalida, ciudad_nula"
856,María Reyes Pérez,maria.reyes.perez2@correo.com,Hombre,2004-02-18,San Salvador,Regular,,fecha_nacimiento_invalida
857,Ricardo Morales Rojas,ricardo.morales.rojas3@example.com,,28-05-1975,San Miguel,VIP,,"genero_invalido, fecha_nacimiento_invalida"
858,Andrés Martínez Hernández,andres.martinez.hernandez4@correo.com,Hombre,10-07-1974,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
859,Ricardo Vásquez Martínez,ricardo.vasquez.martinez5@seguro.sv,Hombre,24/05/1998,La Libertad,Regular,,fecha_nacimiento_invalida
860,Ana Pérez Flores,ana.perez.flores6@correo.com,Mujer,25/04/1994,,Premium,,"fecha_nacimiento_invalida, ciudad_nula"
861,Ana Hernández García,ana.hernandez.garcia0@seguro.sv,,1997/10/23,San Salvador,Premium,1997-10-23,genero_invalido
862,Andrés Gómez Rojas,andres.gomez.rojas1@gmail.com,Hombre,08-09-1962,Sonsonate,Pyme,,fecha_nacimiento_invalida
863,María Hernández Santos,maria.hernandez.santos2@correo.com,Mujer,05/09/2009,La Libertad,VIP,,fecha_nacimiento_invalida
864,Carmen Aguilar López,carmen.aguilar.lopez3@seguro.sv,Hombre,09-09-1948,San Miguel,Premium,,fecha_nacimiento_invalida
865,Carmen Vásquez Gómez,carmen.vasquez.gomez4@seguro.sv,Mujer,2003/03/01,San Salvador,,2003-03-01,segmento_nulo
866,Sofía Gómez Ramírez,sofia.gomez.ramirez5@correo.com,Mujer,16-04-1945,La Libertad,VIP,,fecha_nacimiento_invalida
867,Carmen García Castillo,carmen.garcia.castillo6@example.com,Hombre,09-09-47,San Salvador,Premium,,fecha_nacimiento_invalida
869,Daniela López Morales,daniela.lopez.morales1@example.com,,04-02-1994,San Miguel,Pyme,,"genero_invalido, fecha_nacimiento_invalida"
870,Marta Vásquez Reyes,marta.vasquez.reyes2@example.com,Hombre,12-04-1968,La Libertad,VIP,,fecha_nacimiento_invalida
871,Pedro Reyes Hernández,pedro.reyes.hernandez3@seguro.sv,Mujer,1940-04-11,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
872,Valeria Cruz Vásquez,valeria.cruz.vasquez4@seguro.sv,Hombre,17-07-1980,Santa Ana,Regular,,fecha_nacimiento_invalida
873,Ana Vásquez Martínez,ana.vasquez.martinez5@seguro.sv,Hombre,2012/06/13,La Libertad,,2012-06-13,segmento_nulo
874,María Vásquez Rojas,maria.vasquez.rojas6@mail.com,,09-18-82,,Premium,,"genero_invalido, fecha_nacimiento_invalida, ciudad_nula"
876,José Aguilar Ortiz,jose.aguilar.ortiz1@correo.com,Hombre,1961-08-11,San Salvador,VIP,,fecha_nacimiento_invalida
877,Carmen Reyes Morales,carmen.reyes.morales2@example.com,Hombre,30-09-2008,San Salvador,,,"fecha_nacimiento_invalida, segmento_nulo"
878,Ricardo García Reyes,ricardo.garcia.reyes3@gmail.com,Hombre,01-29-60,La Libertad,,,"fecha_nacimiento_invalida, segmento_nulo"
879,Andrés Cruz Cruz,andres.cruz.cruz4@mail.com,Hombre,1963-03-30,San Miguel,Premium,,fecha_nacimiento_invalida
880,José Santos Vásquez,jose.santos.vasquez5@seguro.sv,Mujer,1951-06-07,San Miguel,,,"fecha_nacimiento_invalida, segmento_nulo"
881,Fernanda Ramírez Morales,fernanda.ramirez.morales6@example.com,Hombre,04/01/1978,,,,"fecha_nacimiento_invalida, ciudad_nula, segmento_nulo"
882,Diego Hernández Morales,diego.hernandez.morales0@seguro.sv,Mujer,28/10/1940,San Miguel,Pyme,,fecha_nacimiento_invalida
883,Paula Pérez Torres,paula.perez.torres1@mail.com,Mujer,06-04-65,San Miguel,VIP,,fecha_nacimiento_invalida
